page_title,gt_lat,gt_lon,gt_type,cl_to
Old_Trafford,53.4631,-2.29121,,Bon_article
Sayabec,48.5667,-67.6833,city,Bon_article
Uruk,31.3244,45.6365,landmark,Bon_article
Université_de_Kyoto,35.0261,135.781,edu,Bon_article
Massif_Vinson,-78.5253,-85.5339,mountain,Bon_article
Mont_Kosciuszko,-36.4561,148.263,mountain,Bon_article
Cleveland,41.4822,-81.6697,city,Bon_article
Arsenal_des_galères,43.2924,5.3733,,Bon_article
ESPN,41.6488,-72.9028,city,Bon_article
Université_de_Heidelberg,49.4103,8.70639,edu,Bon_article
Saint-Paul-en-Chablais,46.3794,6.63083,city,Bon_article
Dundee,56.4642,-2.97028,city,Bon_article
Pinatubo,15.13,120.35,mountain,Bon_article
Dartmouth_College,43.7033,-72.2883,edu,Bon_article
Atholville,47.9937,-66.7135,city,Bon_article
Lac_de_Grand-Lieu,47.0958,-1.67627,waterbody,Bon_article
Parc_national_du_Bic,48.35,-68.7833,landmark,Bon_article
Coupole_d'Helfaut,50.7051,2.24358,,Bon_article
Aldabra,-9.41667,46.4167,isle,Bon_article
Beynost,45.8481,5.0045,,Bon_article
Saint-Maurice-de-Beynost,45.8301,4.98435,,Bon_article
Thil_(Ain),45.8056,5.00547,,Bon_article
Void-Vacon,48.6886,5.61889,city,Bon_article
Canal_de_Marseille,43.6661,5.49417,landmark,Bon_article
Ax_3_Domaines,42.7008,1.8139,,Bon_article
Île_du_Millénaire,-66.05,135.883,,Bon_article
Université_Rennes_2,48.1206,-1.70361,edu,Bon_article
Albon-d'Ardèche,44.8222,4.42861,city,Bon_article
Lac_du_Der-Chantecoq,48.567,4.767,waterbody,Bon_article
Salé,34.0294,-6.83583,,Bon_article
Palais_de_Westminster,51.4994,-0.125,landmark,Bon_article
Algarve,37.0144,-7.93528,landmark,Bon_article
Pyramide_de_Khéphren,29.9755,31.1311,landmark,Bon_article
Cherves-Richemont,45.7442,-0.3519,city,Bon_article
Lac_d'Orient,48.2719,4.33972,waterbody,Bon_article
Lagash,31.4127,46.4083,landmark,Bon_article
Parc_national_de_Banff,51.1667,-115.55,landmark,Bon_article
Bataille_du_cap_Espérance,-9.25,159.7,landmark,Bon_article
Bataille_des_îles_Santa_Cruz,-8.63333,166.717,landmark,Bon_article
Parc_national_des_Îles-de-Boucherville,45.6167,-73.4667,landmark,Bon_article
Béthune_(rivière),49.635,1.62806,landmark,Bon_article
Grand_Lac_Salé,41.12,-112.5,waterbody,Bon_article
Parc_national_des_Lacs-Waterton,49.0833,-113.867,landmark,Bon_article
Triglav,46.3792,13.8361,mountain,Bon_article
Mont_Baker,48.777,-121.813,mountain,Bon_article
Ernest_Shackleton,-69.083,-51.5,,Bon_article
Mont_Erebus,-77.53,167.17,mountain,Bon_article
Marseillan_(Hérault),43.3572,3.52833,city,Bon_article
Chédigny,47.2108,1.00028,city,Bon_article
Mont_Snowdon_(pays_de_Galles),53.0685,-4.07623,mountain,Bon_article
Université_du_Tōhoku,38.2542,140.874,edu,Bon_article
CDGVAL,49.0133,2.54197,landmark,Bon_article
Nevado_del_Ruiz,4.895,-75.322,mountain,Bon_article
Bataille_de_la_Bicoque,45.518,9.21,landmark,Bon_article
Cathédrale_Notre-Dame-et-Saint-Privat_de_Mende,44.5172,3.49861,landmark,Bon_article
Parc_national_du_Mont-Saint-Bruno,45.55,-73.3167,landmark,Bon_article
Grand_Siège_de_Malte,35.8833,14.45,landmark,Bon_article
La_Chapelle-Hullin,47.7592,-1.06917,city,Bon_article
Formica_Leo,-21.2238,55.6922,scale:100000,Bon_article
Murs_(Vaucluse),43.9518,5.24164,city,Bon_article
Verglas_massif_de_janvier_1998_dans_le_Nord-Est_de_l'Amérique_du_Nord,45.11,-73.67,,Bon_article
Musée_national_archéologique_d'Athènes,37.9892,23.7325,landmark,Bon_article
Ben_Nevis,56.7967,-5.00361,mountain,Bon_article
Mouxy,45.6828,5.93528,city,Bon_article
Pilsner_Urquell,49.5831,13.4831,landmark,Bon_article
Château_de_Comper,48.0701,-2.1727,landmark,Bon_article
Place_du_Général-de-Gaulle_(Lille),50.6369,3.06341,landmark,Bon_article
Créteil_Soleil,48.78,2.457,landmark,Bon_article
Palais_de_Dioclétien,43.5081,16.4397,landmark,Bon_article
Grand_autel_de_Pergame,39.1309,27.1839,landmark,Bon_article
Réserve_nationale_de_faune_du_cap_Tourmente,47.0833,-70.7833,landmark,Bon_article
Château_d'Angers,47.4701,-0.559889,landmark,Bon_article
Opération_Sandstone,11.4653,162.189,landmark,Bon_article
Île_d'Arran,55.5623,-5.2344,isle,Bon_article
Charmant_Som,45.3253,5.76417,mountain,Bon_article
Géographie_de_la_République_de_Macédoine,41.83,22.0,country,Bon_article
Gare_de_Lorraine_TGV,48.9475,6.16972,railwaystation,Bon_article
Lycée_militaire_de_Saint-Cyr,48.8008,2.0633,edu,Bon_article
Efteling,51.6496,5.04361,type:landmark,Bon_article
Parc_national_de_Kaziranga,26.6667,93.35,landmark,Bon_article
Place_des_Corporations,41.7564,12.2911,city,Bon_article
Batailles_de_Lexington_et_Concord,42.4496,-71.2308,landmark,Bon_article
Mont_Kinabalu,6.07323,116.561,mountain,Bon_article
Prométhée_(Q153),49.8051,-1.44031,landmark,Bon_article
Gerlachovský_štít,49.1639,20.1331,mountain,Bon_article
NERVA,36.8311,-116.279,,Bon_article
Siège_de_Constantinople_(717-718),41.0122,28.976,landmark,Bon_article
Momies_du_Tarim,40.3364,88.6724,landmark,Bon_article
Achilleion,39.5623,19.9042,,Bon_article
Sisimiut,66.9389,-53.6722,city,Bon_article
Université_de_Bretagne-Sud,47.6463,-2.74424,edu,Bon_article
Gare_de_Provins,48.5556,3.30298,railwaystation,Bon_article
Maison_royale_de_Saint-Louis,48.8006,2.06611,edu,Bon_article
Parc_naturel_régional_de_la_Montagne_de_Reims,49.1282,3.97266,landmark,Bon_article
Hualālai,19.689,-155.865,mountain,Bon_article
Bouxwiller_(Bas-Rhin),48.8261,7.48361,city,Bon_article
Rivière_Petitcodiac,45.8556,-64.5583,landmark,Bon_article
Parc_national_de_Kouchibouguac,46.8583,-64.975,landmark,Bon_article
Memramcook,46.0041,-64.5515,city,Bon_article
Oust_(rivière),48.3596,-3.00614,landmark,Bon_article
Naufrage_du_Droits_de_l'Homme,47.9414,-4.45444,landmark,Bon_article
Blockhaus_d'Éperlecques,50.8287,2.18367,,Bon_article
Cathédrale_Notre-Dame_de_Constance,47.6633,9.17611,landmark,Bon_article
Hellfest,47.0959,-1.26813,event,Bon_article
Chéticamp,46.6292,-61.0128,city,Bon_article
Bataille_de_Cérisoles,44.8,7.81667,landmark,Bon_article
Île_Mackinac,45.8611,-84.6305,isle,Bon_article
Bataille_de_Minorque_(1756),39.89,4.35,landmark,Bon_article
Rysy,49.1736,20.0914,mountain,Bon_article
Chalmazel_(station),45.6765,3.82513,mountain,Bon_article
Aï_Khanoum,37.1694,69.4083,landmark,Bon_article
Ouvrage_de_La_Ferté,49.5848,5.23293,landmark,Bon_article
GAZ_(entreprise),56.2464,43.8899,landmark,Bon_article
Fusillade_de_Soliman,36.7,10.4833,landmark,Bon_article
Stargate_:_Continuum,73.12,-145.09,,Bon_article
Taennchel,48.2347,7.25889,mountain,Bon_article
Lagune_Buada,-0.534953,166.922,waterbody,Bon_article
Aéroport_international_de_Nauru,-0.545,166.916,airport,Bon_article
Sevanavank,40.5639,45.0108,landmark,Bon_article
Chamechaude,45.2875,5.78806,mountain,Bon_article
Makaravank,40.9742,45.1223,landmark,Bon_article
Gochavank,40.7299,44.9977,landmark,Bon_article
Noravank,39.6841,45.2329,landmark,Bon_article
Matenadaran,40.1922,44.5211,landmark,Bon_article
Dalälven,60.5503,15.1333,landmark,Bon_article
Harry_McNish,-54.15,-37.467,,Bon_article
Expédition_Shackleton-Rowett,-64.183,-46.067,,Bon_article
La_Grande_Borne,48.6535,2.37216,city,Bon_article
Temple_de_l'Amour,48.8161,2.11207,,Bon_article
Calf_of_Man,54.0527,-4.8202,isle,Bon_article
Rochers_aux_Oiseaux,47.8383,-61.1458,isle,Bon_article
Vallée_de_la_Matapédia,48.5,-67.33,landmark,Bon_article
Parc_national_du_Gros-Morne,49.6217,-57.7528,landmark,Bon_article
City_College_of_New_York,40.8194,-73.95,edu,Bon_article
Abbaye_Notre-Dame_du_Val_(Mériel),49.0786,2.22652,landmark,Bon_article
Vésuve,40.8214,14.4256,mountain,Bon_article
Fort_de_Bregille,47.2348,6.04278,landmark,Bon_article
Bregille,47.2422,6.04119,city,Bon_article
Abbaye_de_Sainte-Marie-au-Bois,48.9557,5.96309,landmark,Bon_article
Riverina,-35.0,146.0,adm2nd,Bon_article
Dubh_Artach,56.1324,-6.63465,isle,Bon_article
Eilean_Donan,57.274,-5.5161,isle,Bon_article
Raasay,57.4,-6.05,isle,Bon_article
Saint-Kilda,57.817,-8.583,isle,Bon_article
Archipel_des_Berlengas,39.4144,-9.50917,isle,Bon_article
São_Bartolomeu_dos_Galegos,39.2758,-9.27944,landmark,Bon_article
Château_de_Clisson,47.0867,-1.28083,landmark,Bon_article
Kriváň_(montagne),49.1639,20.0028,mountain,Bon_article
Guerre_du_papier,-33.083,-58.4,landmark,Bon_article
Pokemouche,47.6731,-64.8792,city,Bon_article
Observatoire_astronomique_de_l'université_de_l'Illinois,40.1053,-88.2261,,Bon_article
Centre_de_formation_du_Stade_rennais_football_club,48.108,-1.71083,,Bon_article
Sainte-Anne-du-Bocage,47.774,-65.011,landmark,Bon_article
Aavasaksa,66.399,23.724,mountain,Bon_article
Stac_Lee,57.8662,-8.50972,isle,Bon_article
Zlatibor_(montagne),43.733,19.717,,Bon_article
Parc_national_Quttinirpaaq,82.2167,-72.2167,landmark,Bon_article
Ports_puniques_de_Carthage,36.844,10.3252,landmark,Bon_article
Nice,43.6959,7.27141,city,Bon_article
Noyelles_(centre_commercial),50.4125,2.977,landmark,Bon_article
Bataille_de_No_Ryang,34.9453,127.876,landmark,Bon_article
Neuchâtel,46.9903,6.93057,city,Bon_article
L'Âme_de_la_France,-21.0646,55.5212,,Bon_article
Château_du_Lude_(Sarthe),47.6475,0.15889,landmark,Bon_article
Byrsa,36.8533,10.3241,,Bon_article
Capitole_de_l'État_d'Oregon,44.9387,-123.03,,Bon_article
Pont_Félix-Gabriel-Marchand_(Mansfield-et-Pontefract),45.8614,-76.7405,landmark,Bon_article
Musée_de_Normandie,49.1856,-0.363494,landmark,Bon_article
Tophet_de_Carthage,36.8415,10.3231,,Bon_article
Thermes_d'Antonin_de_Carthage,36.8543,10.3351,landmark,Bon_article
Funiculaire_de_Bregille,47.2418,6.03466,landmark,Bon_article
Laugh-O-Gram,39.0704,-94.5699,landmark,Bon_article
Uzerche,45.4256,1.56417,city,Bon_article
Sanctuaire_d'Isis_et_de_Mater_Magna,50.0014,8.26797,landmark,Bon_article
Mauna_Ulu,19.3668,-155.201,mountain,Bon_article
Cité_scolaire_François-Ier_(Vitry-le-François),48.7286,4.59662,edu,Bon_article
Cellatex,45.162,5.705,,Bon_article
Cloud_Gate,41.8827,-87.6233,,Bon_article
Hôtel_de_Blossac,48.1115,-1.68212,,Bon_article
Akhtala_(monastère),41.1483,44.7656,landmark,Bon_article
Nantes,47.217,-1.533,,Bon_article
Université_de_Cergy-Pontoise,49.0389,2.07487,edu,Bon_article
Universités_de_Douai,50.38,3.08,edu,Bon_article
Expédition_Southern_Cross,-71.633,170.067,,Bon_article
Bataille_de_Camaret,48.2767,-4.59556,landmark,Bon_article
Col_du_Chat,45.6928,5.8472,landmark,Bon_article
Oblivion_(Alton_Towers),52.9867,-1.89639,landmark,Bon_article
Nemesis_(Alton_Towers),52.9869,-1.88278,landmark,Bon_article
Aptera_(Grèce),35.4629,24.142,landmark,Bon_article
Assassinat_de_William_McKinley,42.9386,-78.8736,landmark,Bon_article
Behemoth_(Canada's_Wonderland),43.839,-79.5406,landmark,Bon_article
Assassinat_de_James_A._Garfield,38.8919,-77.0203,landmark,Bon_article
Prairie_Avenue,41.8575,-87.6208,landmark,Bon_article
Mont_Thielsen,43.1528,-122.067,mountain,Bon_article
Stade_de_la_Mosson,43.6219,3.81222,,Bon_article
Université_Paris_Diderot_Paris_7,48.8297,2.38083,edu,Bon_article
Réserve_nationale_de_faune_de_Pointe-au-Père,48.5083,-68.4667,landmark,Bon_article
Hôtel_du_Châtelet,48.8575,2.31583,,Bon_article
Morges,46.509,6.499,city,Bon_article
Vallée_de_l'Antenne,45.7802,-0.3658,landmark,Bon_article
Église_Saint-Pierre_d'Aulnay,46.0229,-0.3552,landmark,Bon_article
Opération_Varsity,51.6586,6.61778,landmark,Bon_article
Bataille_de_Trois-Rivières,46.3428,-72.5525,landmark,Bon_article
Musée_archéologique_d'Olympie,37.633,21.617,landmark,Bon_article
Réserve_aquatique_de_l'Estuaire-de-la-Rivière-Bonaventure,48.0386,-65.4764,landmark,Bon_article
Centrale_de_Tracy,45.9972,-73.1722,landmark,Bon_article
Nouveau-Groenland_méridional,-64.867,118.45,,Bon_article
Château_médiéval_de_Pouancé,47.7419,-1.17839,landmark,Bon_article
Pont_de_Koror-Babeldaob,7.36215,134.504,landmark,Bon_article
Assassinat_de_Robert_F._Kennedy,34.0597,-118.297,landmark,Bon_article
Chemtou,36.4919,8.57619,landmark,Bon_article
Site_archéologique_de_Jublains,48.2591,-0.497775,landmark,Bon_article
Planoise,47.2214,5.9681,city,Bon_article
Lac_Stukely,45.3753,-72.2519,waterbody,Bon_article
Disneyland,33.8122,-117.919,type:landmark,Bon_article
Université_de_Hokkaidō,43.0747,141.341,edu,Bon_article
Université_de_Kyūshū,33.5967,130.213,edu,Bon_article
Fort_de_Beauregard_(Besançon),47.2404,6.03731,landmark,Bon_article
Notre-Dame_de_la_Libération,47.2196,6.05132,,Bon_article
Fort_de_Rosemont,47.222,6.00036,landmark,Bon_article
Ktuts_Anapat,38.6088,43.0839,landmark,Bon_article
Mont_Tehama,40.4454,-121.559,mountain,Bon_article
République_de_Marquetalia,3.04,-75.87,,Bon_article
Luník_IX,48.7125,21.2472,,Bon_article
Cathédrale_Sainte-Élisabeth_de_Košice,48.7202,21.2581,landmark,Bon_article
Église_Saint-Michel_de_Košice,48.7199,21.2584,landmark,Bon_article
Remparts_de_Vannes,47.6584,-2.75931,,Bon_article
NCSM_Onondaga_(S73),48.5167,-68.4667,,Bon_article
Viaud_Ridge,2.0,76.0,mountain,Bon_article
Musée_archéologique_de_Paros,37.067,25.15,landmark,Bon_article
Histoire_du_Stade_rennais_football_club,48.1056,-1.69597,,Bon_article
Le_Plantier_de_Costebelle,43.0958,6.12,,Bon_article
Château_de_la_Juive,47.2488,6.06231,landmark,Bon_article
Cimetière_juif_de_Besançon,47.2562,6.04876,,Bon_article
Réserve_nationale_de_faune_de_Long_Point,42.5667,-80.25,landmark,Bon_article
Lacs_Amance_et_du_Temple,48.345,4.47833,waterbody,Bon_article
Pic_Diamond,43.5207,-122.15,mountain,Bon_article
Cimetière_de_Nantes,47.2233,-1.53905,landmark,Bon_article
Site_historique_maritime_de_la_Pointe-au-Père,48.5174,-68.469,landmark,Bon_article
Domaine_de_la_Garenne_Lemot,47.085,-1.27591,landmark,Bon_article
Puits_de_Moïse,47.3213,5.01665,,Bon_article
B_of_the_Bang,53.4819,-2.19611,landmark,Bon_article
Bataille_de_Phalère,37.9333,23.7,landmark,Bon_article
Urt,43.4947,-1.28917,city,Bon_article
Abbaye_de_Saint-Philbert-de-Grand-Lieu,47.0386,-1.64092,landmark,Bon_article
Accusation_de_crime_rituel_contre_les_Juifs_de_Rhodes,36.17,28.0,,Bon_article
Kīlauea_Iki,19.4138,-155.246,scale:100000,Bon_article
Basilique_de_Damous_El_Karita,36.8616,10.3312,landmark,Bon_article
Kohala_(volcan),20.0861,-155.717,mountain,Bon_article
Parc_national_de_Stenshuvud,55.6667,14.2667,landmark,Bon_article
Plan_Cerdà,41.4037,2.1892,landmark,Bon_article
Col_Rogers,51.3014,-117.52,landmark,Bon_article
Le_Havre,49.49,0.1,city,Bon_article
Glacier_Illecillewaet,51.2367,-117.442,glacier,Bon_article
Balls_8,34.9929,-117.883,landmark,Bon_article
Lomnický_štít,49.1958,20.2128,mountain,Bon_article
Offensive_de_Siniavino,59.9075,31.0836,landmark,Bon_article
Compagnie_d'Hasnon,50.4105,3.37824,,Bon_article
Pont_de_Hartland,46.2967,-67.5303,landmark,Bon_article
Compagnie_des_Canonniers_de_Lille,50.4131,3.2791,,Bon_article
Générations_Star_Wars_et_Science_Fiction,46.1302,3.45926,landmark,Bon_article
Xenoperdix,-6.83,36.567,,Bon_article
Prieuré_de_la_Primaudière,47.6964,-1.18028,landmark,Bon_article
Kamoamoa,19.3801,-155.126,mountain,Bon_article
Château_de_Tantallon,56.0564,-2.6506,landmark,Bon_article
Grange_de_Vaulerent,49.054,2.53338,,Bon_article
Inondations_du_bassin_du_lac_Champlain_et_de_la_rivière_Richelieu_en_2011,45.0,-73.2833,,Bon_article
Concours_Eurovision_de_la_chanson_2012,40.3442,49.8502,landmark,Bon_article
Pavillon_frais,48.8146,2.10774,,Bon_article
Pont_Ducharme,47.5197,-72.6808,landmark,Bon_article
Attentat_de_Roc'h_Trédudon,48.4135,-3.88972,landmark,Bon_article
Port_de_pêche_de_Keroman,47.7301,-3.36505,landmark,Bon_article
Chapelle_Saint-Paul,40.7114,-74.0099,landmark,Bon_article
Port_de_commerce_de_Kergroise,47.735,-3.35403,landmark,Bon_article
Hôtel_Gabriel,47.7456,-3.35528,,Bon_article
Parc_national_d'Ytre_Hvaler,59.0833,10.9167,landmark,Bon_article
Lunettes_de_Trois-Châtels_et_de_Tousey,47.2231,6.03461,landmark,Bon_article
Montpelier_Hill,53.2519,-6.33034,mountain,Bon_article
Pic_Roxy_Ann,42.355,-122.785,mountain,Bon_article
Puits_du_Magny,47.6869,6.63697,landmark,Bon_article
Puits_du_Chanois,47.6934,6.63015,landmark,Bon_article
Bataille_de_Besançon_(1575),47.2431,6.02194,landmark,Bon_article
Maison_Riel,49.8193,-97.1362,landmark,Bon_article
Dolmen_de_la_Siureda,42.4631,2.79142,landmark,Bon_article
Puits_Saint-Charles,47.7023,6.64478,,Bon_article
Puits_Saint-Joseph,47.6986,6.64267,,Bon_article
Puits_Saint-Louis,47.707,6.65355,landmark,Bon_article
TK_Bremen,47.6323,-3.20155,landmark,Bon_article
Parc_naturel_régional_des_Ardennes,49.9333,4.63333,landmark,Bon_article
SMS_Regensburg,47.7257,-3.36926,landmark,Bon_article
Révolte_de_Boston,42.3583,-71.0597,landmark,Bon_article
Hôtel_d'Alluye,47.5877,1.33194,landmark,Bon_article
Sac_d'Amorium,39.0204,31.2891,landmark,Bon_article
Construction_du_World_Trade_Center,40.7115,-74.0133,,Bon_article
Siège_de_Szigetvár,46.0507,17.7974,landmark,Bon_article
Sport_à_Saint-Maurice-de-Beynost,45.826,4.985,,Bon_article
Usine_textile_et_chimique_de_Saint-Maurice-de-Beynost,45.8254,4.98279,,Bon_article
Maison_Gabrielle-Roy,49.8901,-97.1101,landmark,Bon_article
Belvédère_(Petit_Trianon),48.8167,2.10838,,Bon_article
Mausolée_des_Évêques-de-Trois-Rivières,46.3525,-72.5749,,Bon_article
Opération_Caméléon,2.1639,-72.595,,Bon_article
Mine_de_sel_de_Khewra,32.6479,73.0084,landmark,Bon_article
Chevalement_du_puits_Sainte-Marie,47.7029,6.62974,,Bon_article
Maison_Ravenscrag,45.5059,-73.5821,landmark,Bon_article
Moledo_(Lourinhã),39.2825,-9.25749,city,Bon_article
Parc_provincial_de_Saint-Malo,49.3197,-96.9283,landmark,Bon_article
Hameau_de_la_Houillère,47.7097,6.65537,city,Bon_article
Sittelle_du_Victoria,21.4,93.783,,Bon_article
Place_Plumancy,45.1869,0.714528,landmark,Bon_article
Colline_de_Bourlémont,47.7047,6.61997,mountain,Bon_article
Allées_de_Tourny_(Périgueux),45.1866,0.724133,landmark,Bon_article
Inscription_édilitaire_de_Carthage,36.858,10.3309,landmark,Bon_article
Opération_Ladbroke,37.0544,15.265,landmark,Bon_article
Zinédine_Zidane,43.2844,5.34953,,Bon_article
Procès_de_Nuremberg,49.4543,11.0485,event,Bon_article
Bataille_de_Midway,28.2,-177.35,landmark,Bon_article
Ascain,43.3467,-1.62,city,Bon_article
Chambourg-sur-Indre,47.1822,0.968056,city,Bon_article
Mont_Saint_Helens,46.2,-122.18,mountain,Bon_article
Martin_Dumollard,45.8772,5.0735,,Bon_article
Château_de_Kisimul,56.9521,-7.48746,landmark,Bon_article
USS_Indianapolis_(CA-35),12.0333,134.8,landmark,Bon_article
Attentat_du_7_août_1932_à_Rennes,48.1114,-1.68003,landmark,Bon_article
Pont_du_Bonhomme,47.7648,-3.30205,landmark,Bon_article
Biarritz,43.483,-1.55,,Bon_article
Église_Saint-Sauveur_de_Bellême,48.3767,0.56028,,Bon_article
Reignac-sur-Indre,47.2333,0.9175,city,Bon_article
Puits_Sainte-Pauline,47.694,6.65707,,Bon_article
Arbonne,43.4328,-1.55,city,Bon_article
Montagne_du_Fourneau,47.7094,-68.8683,mountain,Bon_article
Église_Saint-Sulpice_de_Jumet,50.4508,4.42583,landmark,Bon_article
Réseau_ferré_des_houillères_de_Ronchamp,47.7034,6.65274,railwaystation,Bon_article
Märket,60.301,19.1315,isle,Bon_article
Cigogné,47.2603,0.931389,city,Bon_article
Arcangues,43.4375,-1.51972,city,Bon_article
I-Télé,48.8333,2.25836,,Bon_article
Sublaines,47.2653,0.991944,city,Bon_article
Jeux_olympiques_d'hiver_de_1980,44.2795,-73.9799,city,Bon_article
Place_du_Coderc,45.1843,0.721303,landmark,Bon_article
Mont_Revard,45.6894,5.98972,mountain,Bon_article
Bataille_de_Marathon,38.1181,23.9783,landmark,Bon_article
Shambhala_(PortAventura),41.0886,1.16225,landmark,Bon_article
Siège_de_Hambourg,53.583,9.983,landmark,Bon_article
Ustaritz,43.4003,-1.45528,city,Bon_article
Lycée_Molière_(Paris),48.8551,2.2721,edu,Bon_article
Mont_Rushmore,43.8789,-103.46,landmark,Bon_article
Saint-Quentin-sur-Indrois,47.2042,1.02444,city,Bon_article
Lac_Victoria,-0.99611,33.0581,waterbody,Bon_article
Rezé,47.1906,-1.56946,city,Bon_article
Montmorency_(Val-d'Oise),49.0,2.3333,city,Bon_article
Monastère_Saint-André_d'Eixalada,42.5338,2.25634,landmark,Bon_article
Parc_national_du_Triglav,46.3831,13.8497,landmark,Bon_article
Île_Brion,47.7928,-61.4681,isle,Bon_article
Azay-sur-Indre,47.2097,0.946111,city,Bon_article
Défilé_du_11_novembre_1943_à_Oyonnax,46.2594,5.65829,event,Bon_article
Gateway_Arch,38.6245,-90.1847,,Bon_article
Port-Christmas,-48.678,69.0207,landmark,Bon_article
Parc_national_des_Glaciers,51.267,-117.517,landmark,Bon_article
Mont_Fuji,35.358,138.731,mountain,Bon_article
Jeux_olympiques_d'hiver_de_1924,45.9231,6.86972,city,Bon_article
Abbatiale_Notre-Dame_de_Mouzon,49.6055,5.0759,landmark,Bon_article
Lycée_Laure-Gatet,45.1898,0.723726,edu,Bon_article
Classe_Trento,36.17,18.67,,Bon_article
Palais_du_Trocadéro,48.8622,2.28835,,Bon_article
Place_Maurice-Mollard,45.6886,5.91472,landmark,Bon_article
Balan_(Ain),45.8655,5.1473,,Bon_article
Centrale_thermique_de_Ronchamp,47.6876,6.63345,,Bon_article
Jeux_olympiques_d'hiver_de_1994,61.1147,10.4672,city,Bon_article
Chemillé-sur-Indrois,47.1617,1.16667,city,Bon_article
Maison_Joseph-Gauvreau,48.4487,-68.524,landmark,Bon_article
Ara_Pacis,41.9022,12.4805,landmark,Bon_article
Défense_de_Van,38.4942,43.38,landmark,Bon_article
Montrésor,47.1558,1.20149,,Bon_article
Bar-le-Duc,48.7719,5.16028,city,Bon_article
Palais_des_beaux-arts_de_Lille,50.6307,3.0626,landmark,Bon_article
Essaouira,31.5131,-9.76972,city,Bon_article
Temple_d'Auguste_et_de_Livie,45.5255,4.8742,landmark,Bon_article
Château_de_Montrésor,47.1558,1.20149,landmark,Bon_article
Attentat_du_château_de_Versailles,48.8034,2.12072,landmark,Bon_article
Bombardement_de_Mogador,31.5131,-9.76972,landmark,Bon_article
Massif_de_la_Chartreuse,45.3792,5.81667,mountain,Bon_article
Clairegoutte,47.6644,6.62222,city,Bon_article
Grande_Sure,45.3353,5.70306,mountain,Bon_article
Houillères_et_saline_de_Gouhenans,47.6008,6.48454,,Bon_article
Ronchamp,47.7008,6.63389,city,Bon_article
Manaslu,28.5498,84.5595,mountain,Bon_article
Languidic,47.8342,-3.15667,city,Bon_article
Nathu_La,27.3864,88.8312,landmark,Bon_article
Église_Saint-Jean-Baptiste_de_Montrésor,47.1555,1.2037,landmark,Bon_article
Denali,63.0695,-151.007,mountain,Bon_article
